anomaly_index,action_type,target,reason,severity,severity_value,params
724,alert,security_team,MALWARE detected: suricata: alert - suricata stream fin1 fin with wrong seq,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa', 'src_ip': '199.249.112.1', 'dst_ip': '192.168.180.129', 'confidence': 0.5}"
724,block_ip,199.249.112.1,Block IP 199.249.112.1 on pfSense due to malware attack,CRITICAL,4,"{'ip': '199.249.112.1', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream fin1 fin with wrong seq'}"
724,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa'}"
725,log,system,Anomaly detected: suricata: alert - suricata stream fin1 fin with wrong seq,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-27 15:20:10.940000+0000', tz='UTC'), 'anomaly_score': -17.243500356382803}"
725,alert,security_team,MALWARE detected: suricata: alert - suricata stream fin1 fin with wrong seq,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa', 'src_ip': '199.249.112.1', 'dst_ip': '192.168.180.129', 'confidence': 0.5}"
725,block_ip,199.249.112.1,Block IP 199.249.112.1 on pfSense due to malware attack,CRITICAL,4,"{'ip': '199.249.112.1', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream fin1 fin with wrong seq'}"
725,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa'}"
726,log,system,Anomaly detected: suricata: alert - suricata stream fin1 fin with wrong seq,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-27 15:20:14.138000+0000', tz='UTC'), 'anomaly_score': -18.585313559744336}"
726,alert,security_team,MALWARE detected: suricata: alert - suricata stream fin1 fin with wrong seq,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa', 'src_ip': '199.249.112.1', 'dst_ip': '192.168.180.129', 'confidence': 0.5}"
726,block_ip,199.249.112.1,Block IP 199.249.112.1 on pfSense due to malware attack,CRITICAL,4,"{'ip': '199.249.112.1', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream fin1 fin with wrong seq'}"
726,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa'}"
727,log,system,Anomaly detected: suricata: alert - suricata stream fin1 fin with wrong seq,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-27 15:20:22.220000+0000', tz='UTC'), 'anomaly_score': -20.273704136170704}"
727,alert,security_team,MALWARE detected: suricata: alert - suricata stream fin1 fin with wrong seq,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa', 'src_ip': '199.249.112.1', 'dst_ip': '192.168.180.129', 'confidence': 0.5}"
727,block_ip,199.249.112.1,Block IP 199.249.112.1 on pfSense due to malware attack,CRITICAL,4,"{'ip': '199.249.112.1', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream fin1 fin with wrong seq'}"
727,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa'}"
728,log,system,Anomaly detected: suricata: alert - suricata stream fin1 fin with wrong seq,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-27 15:20:38.357000+0000', tz='UTC'), 'anomaly_score': -22.28359950566647}"
728,alert,security_team,MALWARE detected: suricata: alert - suricata stream fin1 fin with wrong seq,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa', 'src_ip': '199.249.112.1', 'dst_ip': '192.168.180.129', 'confidence': 0.51}"
728,block_ip,199.249.112.1,Block IP 199.249.112.1 on pfSense due to malware attack,CRITICAL,4,"{'ip': '199.249.112.1', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream fin1 fin with wrong seq'}"
728,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa'}"
729,log,system,Anomaly detected: suricata: alert - suricata stream fin1 fin with wrong seq,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-27 15:21:09.916000+0000', tz='UTC'), 'anomaly_score': -24.80477569041173}"
729,alert,security_team,MALWARE detected: suricata: alert - suricata stream fin1 fin with wrong seq,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa', 'src_ip': '199.249.112.1', 'dst_ip': '192.168.180.129', 'confidence': 0.51}"
729,block_ip,199.249.112.1,Block IP 199.249.112.1 on pfSense due to malware attack,CRITICAL,4,"{'ip': '199.249.112.1', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream fin1 fin with wrong seq'}"
729,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa'}"
730,log,system,Anomaly detected: suricata: alert - suricata stream fin1 fin with wrong seq,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-27 15:22:14.683000+0000', tz='UTC'), 'anomaly_score': -27.393197146704736}"
730,alert,security_team,MALWARE detected: suricata: alert - suricata stream fin1 fin with wrong seq,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa', 'src_ip': '199.249.112.1', 'dst_ip': '192.168.180.129', 'confidence': 0.51}"
730,block_ip,199.249.112.1,Block IP 199.249.112.1 on pfSense due to malware attack,CRITICAL,4,"{'ip': '199.249.112.1', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream fin1 fin with wrong seq'}"
730,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa'}"
731,log,system,Anomaly detected: suricata: alert - suricata stream fin1 fin with wrong seq,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-27 15:24:22.360000+0000', tz='UTC'), 'anomaly_score': -30.201744863674094}"
731,alert,security_team,MALWARE detected: suricata: alert - suricata stream fin1 fin with wrong seq,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa', 'src_ip': '199.249.112.1', 'dst_ip': '192.168.180.129', 'confidence': 0.51}"
731,block_ip,199.249.112.1,Block IP 199.249.112.1 on pfSense due to malware attack,CRITICAL,4,"{'ip': '199.249.112.1', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata stream fin1 fin with wrong seq'}"
731,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata stream fin1 fin with wrong seq', 'agent': 'pfsense.home.arpa'}"
732,log,system,Anomaly detected: file added to the system.,LOW,1,"{'event_desc': 'file added to the system.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:54.651000+0000', tz='UTC'), 'anomaly_score': -45.666244639247466}"
735,log,system,Anomaly detected: file added to the system.,LOW,1,"{'event_desc': 'file added to the system.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:54.727000+0000', tz='UTC'), 'anomaly_score': -45.20430419876829}"
736,log,system,Anomaly detected: file added to the system.,LOW,1,"{'event_desc': 'file added to the system.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:54.779000+0000', tz='UTC'), 'anomaly_score': -45.20459918546552}"
737,log,system,Anomaly detected: file added to the system.,LOW,1,"{'event_desc': 'file added to the system.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:54.781000+0000', tz='UTC'), 'anomaly_score': -45.20414294757633}"
743,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:55.784000+0000', tz='UTC'), 'anomaly_score': -40.91493396362859}"
743,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.95}"
742,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:55.784000+0000', tz='UTC'), 'anomaly_score': -40.8529543616982}"
742,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.95}"
740,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:55.784000+0000', tz='UTC'), 'anomaly_score': -40.8529543616982}"
740,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.95}"
741,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:55.784000+0000', tz='UTC'), 'anomaly_score': -40.8529543616982}"
741,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.95}"
744,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:55.785000+0000', tz='UTC'), 'anomaly_score': -43.78651033552994}"
744,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.95}"
745,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:55.785000+0000', tz='UTC'), 'anomaly_score': -44.09157860187055}"
745,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.95}"
746,log,system,Anomaly detected: file deleted.,MEDIUM,2,"{'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:55.785000+0000', tz='UTC'), 'anomaly_score': -43.77375715203547}"
746,alert,security_team,BENIGN detected: file deleted.,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'file deleted.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.95}"
750,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:56.034000+0000', tz='UTC'), 'anomaly_score': -6.929473601706664}"
747,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:56.034000+0000', tz='UTC'), 'anomaly_score': -5.984247201341333}"
748,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:56.034000+0000', tz='UTC'), 'anomaly_score': -5.984247201341333}"
749,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:56.034000+0000', tz='UTC'), 'anomaly_score': -5.984247201341333}"
751,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:56.034000+0000', tz='UTC'), 'anomaly_score': -5.984247201341333}"
752,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:56.034000+0000', tz='UTC'), 'anomaly_score': -5.984247201341333}"
753,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:56.034000+0000', tz='UTC'), 'anomaly_score': -5.984247201341333}"
754,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:56.035000+0000', tz='UTC'), 'anomaly_score': -6.12895609479743}"
755,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:56.035000+0000', tz='UTC'), 'anomaly_score': -5.984323899956274}"
756,log,system,Anomaly detected: apparmor denied mknod operation.,LOW,1,"{'event_desc': 'apparmor denied mknod operation.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:09:56.035000+0000', tz='UTC'), 'anomaly_score': -5.984323899956274}"
771,log,system,Anomaly detected: host-based anomaly detection event (rootcheck).,MEDIUM,2,"{'event_desc': 'host-based anomaly detection event (rootcheck).', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-28 02:11:17.406000+0000', tz='UTC'), 'anomaly_score': -21.01886256865218}"
771,alert,security_team,BENIGN detected: host-based anomaly detection event (rootcheck).,MEDIUM,2,"{'attack_type': 'benign', 'event_desc': 'host-based anomaly detection event (rootcheck).', 'agent': 'pfsense.home.arpa', 'src_ip': None, 'dst_ip': None, 'confidence': 0.74}"
797,log,system,Anomaly detected: pam: login session closed.,LOW,1,"{'event_desc': 'pam: login session closed.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:21:44.205000+0000', tz='UTC'), 'anomaly_score': -14.025387456413176}"
798,log,system,Anomaly detected: successful sudo to root executed.,CRITICAL,4,"{'event_desc': 'successful sudo to root executed.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 02:31:56.343000+0000', tz='UTC'), 'anomaly_score': -9.772719781940962}"
798,alert,security_team,PRIVILEGE_ESCALATION detected: successful sudo to root executed.,CRITICAL,4,"{'attack_type': 'privilege_escalation', 'event_desc': 'successful sudo to root executed.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.75}"
798,escalate,security_manager,CRITICAL: privilege_escalation detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'privilege_escalation', 'event_desc': 'successful sudo to root executed.', 'agent': 'wazuh-server'}"
822,log,system,Anomaly detected: suricata: alert - suricata applayer detect protocol only one direction,CRITICAL,4,"{'event_desc': 'suricata: alert - suricata applayer detect protocol only one direction', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-28 09:22:10.679000+0000', tz='UTC'), 'anomaly_score': -23.165351849628294}"
822,alert,security_team,MALWARE detected: suricata: alert - suricata applayer detect protocol only one direction,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata applayer detect protocol only one direction', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.129', 'dst_ip': '199.19.57.1', 'confidence': 0.54}"
822,block_ip,192.168.180.129,Block IP 192.168.180.129 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.129', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - suricata applayer detect protocol only one direction'}"
822,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - suricata applayer detect protocol only one direction', 'agent': 'pfsense.home.arpa'}"
827,log,system,Anomaly detected: pam: user login failed.,HIGH,3,"{'event_desc': 'pam: user login failed.', 'agent': 'wazuh-server', 'timestamp': Timestamp('2025-10-28 09:28:55.459000+0000', tz='UTC'), 'anomaly_score': -10.432550530066813}"
827,alert,security_team,BRUTE_FORCE detected: pam: user login failed.,HIGH,3,"{'attack_type': 'brute_force', 'event_desc': 'pam: user login failed.', 'agent': 'wazuh-server', 'src_ip': None, 'dst_ip': None, 'confidence': 0.59}"
871,log,system,Anomaly detected: suricata: alert - et scan suspicious inbound to mysql port 3306,CRITICAL,4,"{'event_desc': 'suricata: alert - et scan suspicious inbound to mysql port 3306', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-28 10:31:17.148000+0000', tz='UTC'), 'anomaly_score': -20.778173236704074}"
871,alert,security_team,MALWARE detected: suricata: alert - et scan suspicious inbound to mysql port 3306,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - et scan suspicious inbound to mysql port 3306', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.1', 'dst_ip': '192.168.180.129', 'confidence': 0.95}"
871,block_ip,192.168.180.1,Block IP 192.168.180.1 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.1', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - et scan suspicious inbound to mysql port 3306'}"
871,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - et scan suspicious inbound to mysql port 3306', 'agent': 'pfsense.home.arpa'}"
872,log,system,Anomaly detected: suricata: alert - et scan suspicious inbound to mysql port 3306,CRITICAL,4,"{'event_desc': 'suricata: alert - et scan suspicious inbound to mysql port 3306', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-28 10:31:17.189000+0000', tz='UTC'), 'anomaly_score': -20.677924255362754}"
872,alert,security_team,MALWARE detected: suricata: alert - et scan suspicious inbound to mysql port 3306,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - et scan suspicious inbound to mysql port 3306', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.1', 'dst_ip': '192.168.180.129', 'confidence': 0.95}"
872,block_ip,192.168.180.1,Block IP 192.168.180.1 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.1', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - et scan suspicious inbound to mysql port 3306'}"
872,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - et scan suspicious inbound to mysql port 3306', 'agent': 'pfsense.home.arpa'}"
873,log,system,Anomaly detected: suricata: alert - et scan suspicious inbound to mssql port 1433,CRITICAL,4,"{'event_desc': 'suricata: alert - et scan suspicious inbound to mssql port 1433', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-28 10:31:18.584000+0000', tz='UTC'), 'anomaly_score': -20.693697904012208}"
873,alert,security_team,MALWARE detected: suricata: alert - et scan suspicious inbound to mssql port 1433,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - et scan suspicious inbound to mssql port 1433', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.1', 'dst_ip': '192.168.180.129', 'confidence': 0.94}"
873,block_ip,192.168.180.1,Block IP 192.168.180.1 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.1', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - et scan suspicious inbound to mssql port 1433'}"
873,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - et scan suspicious inbound to mssql port 1433', 'agent': 'pfsense.home.arpa'}"
874,log,system,Anomaly detected: suricata: alert - et scan suspicious inbound to mssql port 1433,CRITICAL,4,"{'event_desc': 'suricata: alert - et scan suspicious inbound to mssql port 1433', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-28 10:31:18.584000+0000', tz='UTC'), 'anomaly_score': -20.68327456896698}"
874,alert,security_team,MALWARE detected: suricata: alert - et scan suspicious inbound to mssql port 1433,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - et scan suspicious inbound to mssql port 1433', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.1', 'dst_ip': '192.168.180.129', 'confidence': 0.94}"
874,block_ip,192.168.180.1,Block IP 192.168.180.1 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.1', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - et scan suspicious inbound to mssql port 1433'}"
874,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - et scan suspicious inbound to mssql port 1433', 'agent': 'pfsense.home.arpa'}"
875,log,system,Anomaly detected: suricata: alert - et scan potential vnc scan 5800-5820,MEDIUM,2,"{'event_desc': 'suricata: alert - et scan potential vnc scan 5800-5820', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-28 10:31:19.157000+0000', tz='UTC'), 'anomaly_score': -53.05420879528424}"
875,alert,security_team,PORT_SCAN detected: suricata: alert - et scan potential vnc scan 5800-5820,MEDIUM,2,"{'attack_type': 'port_scan', 'event_desc': 'suricata: alert - et scan potential vnc scan 5800-5820', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.1', 'dst_ip': '192.168.180.129', 'confidence': 0.53}"
876,log,system,Anomaly detected: suricata: alert - et scan suspicious inbound to postgresql port 5432,CRITICAL,4,"{'event_desc': 'suricata: alert - et scan suspicious inbound to postgresql port 5432', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-28 10:31:19.157000+0000', tz='UTC'), 'anomaly_score': -51.69209565069927}"
876,alert,security_team,MALWARE detected: suricata: alert - et scan suspicious inbound to postgresql port 5432,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - et scan suspicious inbound to postgresql port 5432', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.1', 'dst_ip': '192.168.180.129', 'confidence': 0.95}"
876,block_ip,192.168.180.1,Block IP 192.168.180.1 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.1', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - et scan suspicious inbound to postgresql port 5432'}"
876,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - et scan suspicious inbound to postgresql port 5432', 'agent': 'pfsense.home.arpa'}"
877,log,system,Anomaly detected: suricata: alert - et scan suspicious inbound to oracle sql port 1521,CRITICAL,4,"{'event_desc': 'suricata: alert - et scan suspicious inbound to oracle sql port 1521', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-28 10:31:19.160000+0000', tz='UTC'), 'anomaly_score': -20.686761814523816}"
877,alert,security_team,MALWARE detected: suricata: alert - et scan suspicious inbound to oracle sql port 1521,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - et scan suspicious inbound to oracle sql port 1521', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.1', 'dst_ip': '192.168.180.129', 'confidence': 0.94}"
877,block_ip,192.168.180.1,Block IP 192.168.180.1 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.1', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - et scan suspicious inbound to oracle sql port 1521'}"
877,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - et scan suspicious inbound to oracle sql port 1521', 'agent': 'pfsense.home.arpa'}"
878,log,system,Anomaly detected: suricata: alert - et scan suspicious inbound to postgresql port 5432,CRITICAL,4,"{'event_desc': 'suricata: alert - et scan suspicious inbound to postgresql port 5432', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-28 10:31:19.162000+0000', tz='UTC'), 'anomaly_score': -51.67585277065511}"
878,alert,security_team,MALWARE detected: suricata: alert - et scan suspicious inbound to postgresql port 5432,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - et scan suspicious inbound to postgresql port 5432', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.1', 'dst_ip': '192.168.180.129', 'confidence': 0.95}"
878,block_ip,192.168.180.1,Block IP 192.168.180.1 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.1', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - et scan suspicious inbound to postgresql port 5432'}"
878,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - et scan suspicious inbound to postgresql port 5432', 'agent': 'pfsense.home.arpa'}"
879,log,system,Anomaly detected: suricata: alert - et scan suspicious inbound to oracle sql port 1521,CRITICAL,4,"{'event_desc': 'suricata: alert - et scan suspicious inbound to oracle sql port 1521', 'agent': 'pfsense.home.arpa', 'timestamp': Timestamp('2025-10-28 10:31:19.535000+0000', tz='UTC'), 'anomaly_score': -20.690516465289605}"
879,alert,security_team,MALWARE detected: suricata: alert - et scan suspicious inbound to oracle sql port 1521,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - et scan suspicious inbound to oracle sql port 1521', 'agent': 'pfsense.home.arpa', 'src_ip': '192.168.180.1', 'dst_ip': '192.168.180.129', 'confidence': 0.94}"
879,block_ip,192.168.180.1,Block IP 192.168.180.1 on pfSense due to malware attack,CRITICAL,4,"{'ip': '192.168.180.1', 'attack_type': 'malware', 'duration': 3600, 'reason': 'suricata: alert - et scan suspicious inbound to oracle sql port 1521'}"
879,escalate,security_manager,CRITICAL: malware detected - Immediate attention required,CRITICAL,4,"{'attack_type': 'malware', 'event_desc': 'suricata: alert - et scan suspicious inbound to oracle sql port 1521', 'agent': 'pfsense.home.arpa'}"
