success,message,timestamp,anomaly_index,action_index,block_info
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.432925,877,286,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.433109,877,287,
True,Logged successfully,2025-11-16T18:56:46.433247,878,288,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - et scan suspicious inbound to postgresql port 5432,2025-11-16T18:56:46.433461,878,289,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.433624,878,290,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.433816,878,291,
True,Logged successfully,2025-11-16T18:56:46.433952,879,292,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - et scan suspicious inbound to oracle sql port 1521,2025-11-16T18:56:46.434146,879,293,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.434350,879,294,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.434586,879,295,
True,Logged successfully,2025-11-16T18:56:46.434898,881,296,
True,Logged successfully,2025-11-16T18:56:46.435149,882,297,
True,Logged successfully,2025-11-16T18:56:46.435336,883,298,
True,Logged successfully,2025-11-16T18:56:46.435543,884,299,
True,Logged successfully,2025-11-16T18:56:46.435744,885,300,
True,Logged successfully,2025-11-16T18:56:46.435898,886,301,
True,Alert logged: ALERT: BENIGN detected: integrity checksum changed.,2025-11-16T18:56:46.436042,886,302,
True,Logged successfully,2025-11-16T18:56:46.436181,887,303,
True,Alert logged: ALERT: BENIGN detected: integrity checksum changed.,2025-11-16T18:56:46.436325,887,304,
True,Logged successfully,2025-11-16T18:56:46.436462,888,305,
True,Alert logged: ALERT: BENIGN detected: integrity checksum changed.,2025-11-16T18:56:46.436605,888,306,
True,Logged successfully,2025-11-16T18:56:46.436736,889,307,
True,Alert logged: ALERT: BENIGN detected: integrity checksum changed.,2025-11-16T18:56:46.436852,889,308,
True,Logged successfully,2025-11-16T18:56:46.436954,890,309,
True,Alert logged: ALERT: BENIGN detected: integrity checksum changed.,2025-11-16T18:56:46.437085,890,310,
True,Logged successfully,2025-11-16T18:56:46.437209,891,311,
True,Alert logged: ALERT: BENIGN detected: integrity checksum changed.,2025-11-16T18:56:46.437328,891,312,
True,Logged successfully,2025-11-16T18:56:46.437429,892,313,
True,Alert logged: ALERT: BENIGN detected: integrity checksum changed.,2025-11-16T18:56:46.437588,892,314,
True,Logged successfully,2025-11-16T18:56:46.437769,893,315,
True,Alert logged: ALERT: BENIGN detected: file deleted.,2025-11-16T18:56:46.437946,893,316,
True,Logged successfully,2025-11-16T18:56:46.438078,894,317,
True,Alert logged: ALERT: BENIGN detected: file deleted.,2025-11-16T18:56:46.438208,894,318,
True,Logged successfully,2025-11-16T18:56:46.438328,895,319,
True,Alert logged: ALERT: BENIGN detected: file deleted.,2025-11-16T18:56:46.438490,895,320,
True,Logged successfully,2025-11-16T18:56:46.438619,896,321,
True,Alert logged: ALERT: BENIGN detected: file deleted.,2025-11-16T18:56:46.438808,896,322,
True,Logged successfully,2025-11-16T18:56:46.438994,897,323,
True,Logged successfully,2025-11-16T18:56:46.439146,898,324,
True,Logged successfully,2025-11-16T18:56:46.439289,899,325,
True,Logged successfully,2025-11-16T18:56:46.439430,900,326,
True,Logged successfully,2025-11-16T18:56:46.439564,901,327,
True,Alert logged: ALERT: BRUTE_FORCE detected: sshd: authentication failed.,2025-11-16T18:56:46.439737,901,328,
True,Logged successfully,2025-11-16T18:56:46.439865,903,329,
True,Alert logged: ALERT: BRUTE_FORCE detected: sshd: authentication failed.,2025-11-16T18:56:46.440009,903,330,
True,Logged successfully,2025-11-16T18:56:46.440146,904,331,
True,Alert logged: ALERT: BRUTE_FORCE detected: sshd: authentication failed.,2025-11-16T18:56:46.440306,904,332,
True,Logged successfully,2025-11-16T18:56:46.440464,905,333,
True,Alert logged: ALERT: PORT_SCAN detected: suricata: alert - et scan potential ssh scan,2025-11-16T18:56:46.440626,905,334,
True,Logged successfully,2025-11-16T18:56:46.440795,907,335,
True,Alert logged: ALERT: PORT_SCAN detected: suricata: alert - et scan potential ssh scan,2025-11-16T18:56:46.440951,907,336,
True,Logged successfully,2025-11-16T18:56:46.441122,909,337,
True,Logged successfully,2025-11-16T18:56:46.441274,919,338,
True,Logged successfully,2025-11-16T18:56:46.441411,917,339,
True,Logged successfully,2025-11-16T18:56:46.441557,916,340,
True,Logged successfully,2025-11-16T18:56:46.441704,915,341,
True,Logged successfully,2025-11-16T18:56:46.441838,918,342,
True,Logged successfully,2025-11-16T18:56:46.441978,913,343,
True,Logged successfully,2025-11-16T18:56:46.442127,910,344,
True,Logged successfully,2025-11-16T18:56:46.442261,914,345,
True,Logged successfully,2025-11-16T18:56:46.442397,912,346,
True,Logged successfully,2025-11-16T18:56:46.442527,911,347,
True,Logged successfully,2025-11-16T18:56:46.442674,920,348,
True,Logged successfully,2025-11-16T18:56:46.442839,921,349,
True,Logged successfully,2025-11-16T18:56:46.442974,922,350,
True,Alert logged: ALERT: BENIGN detected: integrity checksum changed.,2025-11-16T18:56:46.443120,922,351,
True,Logged successfully,2025-11-16T18:56:46.443252,928,352,
True,Alert logged: ALERT: BENIGN detected: integrity checksum changed.,2025-11-16T18:56:46.443399,928,353,
True,Logged successfully,2025-11-16T18:56:46.443541,931,354,
True,Alert logged: ALERT: BENIGN detected: integrity checksum changed.,2025-11-16T18:56:46.443776,931,355,
True,Logged successfully,2025-11-16T18:56:46.443921,932,356,
True,Alert logged: ALERT: BENIGN detected: integrity checksum changed.,2025-11-16T18:56:46.444075,932,357,
True,Logged successfully,2025-11-16T18:56:46.444248,933,358,
True,Alert logged: ALERT: BENIGN detected: host-based anomaly detection event (rootcheck).,2025-11-16T18:56:46.444404,933,359,
True,Logged successfully,2025-11-16T18:56:46.444535,940,360,
True,Logged successfully,2025-11-16T18:56:46.444722,944,361,
True,Logged successfully,2025-11-16T18:56:46.444863,967,362,
True,Alert logged: ALERT: BENIGN detected: new dpkg (debian package) installed.,2025-11-16T18:56:46.445012,967,363,
True,Logged successfully,2025-11-16T18:56:46.445165,977,364,
True,Alert logged: ALERT: BENIGN detected: dpkg (debian package) half configured.,2025-11-16T18:56:46.445318,977,365,
True,Logged successfully,2025-11-16T18:56:46.445463,983,366,
True,Logged successfully,2025-11-16T18:56:46.445621,991,367,
True,Logged successfully,2025-11-16T18:56:46.445780,1003,368,
True,Alert logged: ALERT: BENIGN detected: host-based anomaly detection event (rootcheck).,2025-11-16T18:56:46.445922,1003,369,
True,Logged successfully,2025-11-16T18:56:46.446077,1004,370,
True,Logged successfully,2025-11-16T18:56:46.446215,1005,371,
True,Logged successfully,2025-11-16T18:56:46.446346,1006,372,
True,Logged successfully,2025-11-16T18:56:46.446501,1008,373,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - et scan suspicious inbound to postgresql port 5432,2025-11-16T18:56:46.446657,1008,374,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.446803,1008,375,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.446954,1008,376,
True,Logged successfully,2025-11-16T18:56:46.447081,1009,377,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - et scan suspicious inbound to postgresql port 5432,2025-11-16T18:56:46.447228,1009,378,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.447375,1009,379,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.447501,1009,380,
True,Logged successfully,2025-11-16T18:56:46.447620,1011,381,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata applayer detect protocol only one direction,2025-11-16T18:56:46.447807,1011,382,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.447937,1011,383,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.448066,1011,384,
True,Logged successfully,2025-11-16T18:56:46.448225,1012,385,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata applayer detect protocol only one direction,2025-11-16T18:56:46.448426,1012,386,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.448586,1012,387,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.448750,1012,388,
True,Logged successfully,2025-11-16T18:56:46.448909,1013,389,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata applayer detect protocol only one direction,2025-11-16T18:56:46.449117,1013,390,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.449261,1013,391,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.449391,1013,392,
True,Logged successfully,2025-11-16T18:56:46.449543,1015,393,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata applayer detect protocol only one direction,2025-11-16T18:56:46.449715,1015,394,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.449854,1015,395,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.450017,1015,396,
True,Logged successfully,2025-11-16T18:56:46.450143,1017,397,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata applayer detect protocol only one direction,2025-11-16T18:56:46.450292,1017,398,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.450457,1017,399,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.450593,1017,400,
True,Logged successfully,2025-11-16T18:56:46.450737,1018,401,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata applayer detect protocol only one direction,2025-11-16T18:56:46.450917,1018,402,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.451059,1018,403,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.451209,1018,404,
True,Logged successfully,2025-11-16T18:56:46.451353,1019,405,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata stream fin2 fin with wrong seq,2025-11-16T18:56:46.451504,1019,406,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.451636,1019,407,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.451802,1019,408,
True,Logged successfully,2025-11-16T18:56:46.451930,1020,409,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata stream fin2 fin with wrong seq,2025-11-16T18:56:46.452085,1020,410,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.452269,1020,411,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.452406,1020,412,
True,Logged successfully,2025-11-16T18:56:46.452524,1021,413,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata stream fin2 fin with wrong seq,2025-11-16T18:56:46.452712,1021,414,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.452865,1021,415,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.453006,1021,416,
True,Logged successfully,2025-11-16T18:56:46.453148,1022,417,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata stream fin2 fin with wrong seq,2025-11-16T18:56:46.453330,1022,418,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.453455,1022,419,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.453558,1022,420,
True,Logged successfully,2025-11-16T18:56:46.453673,1025,421,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata stream fin2 fin with wrong seq,2025-11-16T18:56:46.453811,1025,422,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.453919,1025,423,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.454027,1025,424,
True,Logged successfully,2025-11-16T18:56:46.454130,1023,425,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata stream fin2 fin with wrong seq,2025-11-16T18:56:46.454299,1023,426,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.454506,1023,427,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.454744,1023,428,
True,Logged successfully,2025-11-16T18:56:46.454950,1024,429,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata stream fin2 fin with wrong seq,2025-11-16T18:56:46.455141,1024,430,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.455298,1024,431,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.455480,1024,432,
True,Logged successfully,2025-11-16T18:56:46.455664,1026,433,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata stream fin2 fin with wrong seq,2025-11-16T18:56:46.455855,1026,434,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.456042,1026,435,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.456222,1026,436,
True,Logged successfully,2025-11-16T18:56:46.456331,1027,437,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata stream fin2 fin with wrong seq,2025-11-16T18:56:46.456498,1027,438,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.456667,1027,439,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.456816,1027,440,
True,Logged successfully,2025-11-16T18:56:46.456968,1028,441,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata applayer detect protocol only one direction,2025-11-16T18:56:46.457146,1028,442,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.457274,1028,443,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.457378,1028,444,
True,Logged successfully,2025-11-16T18:56:46.457472,1029,445,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata stream fin2 fin with wrong seq,2025-11-16T18:56:46.457586,1029,446,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.457720,1029,447,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.457836,1029,448,
True,Logged successfully,2025-11-16T18:56:46.457935,1030,449,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata stream fin2 fin with wrong seq,2025-11-16T18:56:46.458082,1030,450,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.458246,1030,451,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.458387,1030,452,
True,Logged successfully,2025-11-16T18:56:46.458501,1031,453,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata stream fin2 fin with wrong seq,2025-11-16T18:56:46.458684,1031,454,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.458854,1031,455,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.459057,1031,456,
True,Logged successfully,2025-11-16T18:56:46.459250,1032,457,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata stream fin2 fin with wrong seq,2025-11-16T18:56:46.459472,1032,458,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.459606,1032,459,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.459746,1032,460,
True,Logged successfully,2025-11-16T18:56:46.459869,1033,461,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata stream fin2 fin with wrong seq,2025-11-16T18:56:46.460025,1033,462,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.460363,1033,463,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.460557,1033,464,
True,Logged successfully,2025-11-16T18:56:46.460694,1034,465,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata stream fin2 fin with wrong seq,2025-11-16T18:56:46.460890,1034,466,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.461082,1034,467,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.461246,1034,468,
True,Logged successfully,2025-11-16T18:56:46.461355,1035,469,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - et scan suspicious inbound to postgresql port 5432,2025-11-16T18:56:46.461499,1035,470,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.461668,1035,471,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.461789,1035,472,
True,Logged successfully,2025-11-16T18:56:46.461893,1036,473,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - et scan suspicious inbound to postgresql port 5432,2025-11-16T18:56:46.462056,1036,474,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.462172,1036,475,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.462281,1036,476,
True,Logged successfully,2025-11-16T18:56:46.462376,1040,477,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - et scan suspicious inbound to postgresql port 5432,2025-11-16T18:56:46.462536,1040,478,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.462671,1040,479,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.462782,1040,480,
True,Logged successfully,2025-11-16T18:56:46.462883,1041,481,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - et scan suspicious inbound to postgresql port 5432,2025-11-16T18:56:46.463020,1041,482,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.463178,1041,483,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.463337,1041,484,
True,Logged successfully,2025-11-16T18:56:46.463545,1044,485,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata applayer detect protocol only one direction,2025-11-16T18:56:46.463802,1044,486,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.464119,1044,487,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.464438,1044,488,
True,Logged successfully,2025-11-16T18:56:46.464677,1045,489,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata applayer detect protocol only one direction,2025-11-16T18:56:46.464962,1045,490,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.465153,1045,491,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.465352,1045,492,
True,Logged successfully,2025-11-16T18:56:46.465490,1046,493,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata applayer detect protocol only one direction,2025-11-16T18:56:46.465697,1046,494,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.465869,1046,495,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.466005,1046,496,
True,Logged successfully,2025-11-16T18:56:46.466127,1047,497,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata applayer detect protocol only one direction,2025-11-16T18:56:46.466305,1047,498,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.466499,1047,499,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.466678,1047,500,
True,Logged successfully,2025-11-16T18:56:46.466819,1048,501,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata applayer detect protocol only one direction,2025-11-16T18:56:46.466997,1048,502,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.467137,1048,503,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.467273,1048,504,
True,Logged successfully,2025-11-16T18:56:46.467395,1052,505,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - et scan suspicious inbound to postgresql port 5432,2025-11-16T18:56:46.467550,1052,506,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.467762,1052,507,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.467899,1052,508,
True,Logged successfully,2025-11-16T18:56:46.468018,1053,509,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - et scan suspicious inbound to postgresql port 5432,2025-11-16T18:56:46.468167,1053,510,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.468300,1053,511,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.468428,1053,512,
True,Logged successfully,2025-11-16T18:56:46.468552,1061,513,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata applayer detect protocol only one direction,2025-11-16T18:56:46.468754,1061,514,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.468909,1061,515,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.469053,1061,516,
True,Logged successfully,2025-11-16T18:56:46.469178,1063,517,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata stream fin1 fin with wrong seq,2025-11-16T18:56:46.469364,1063,518,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.469505,1063,519,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.469639,1063,520,
True,Logged successfully,2025-11-16T18:56:46.469804,1064,521,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata stream fin1 fin with wrong seq,2025-11-16T18:56:46.469966,1064,522,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.470102,1064,523,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.470237,1064,524,
True,Logged successfully,2025-11-16T18:56:46.470367,1075,525,
True,Logged successfully,2025-11-16T18:56:46.470527,1076,526,
True,Logged successfully,2025-11-16T18:56:46.470673,1147,527,
True,Alert logged: ALERT: BRUTE_FORCE detected: syslog: user authentication failure.,2025-11-16T18:56:46.470820,1147,528,
True,Logged successfully,2025-11-16T18:56:46.470971,1148,529,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata applayer detect protocol only one direction,2025-11-16T18:56:46.471153,1148,530,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.471308,1148,531,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.471461,1148,532,
True,Logged successfully,2025-11-16T18:56:46.471607,1156,533,
True,Alert logged: ALERT: BENIGN detected: integrity checksum changed.,2025-11-16T18:56:46.471792,1156,534,
True,Logged successfully,2025-11-16T18:56:46.471914,1159,535,
True,Alert logged: ALERT: BENIGN detected: integrity checksum changed.,2025-11-16T18:56:46.472036,1159,536,
True,Logged successfully,2025-11-16T18:56:46.472175,1158,537,
True,Alert logged: ALERT: BENIGN detected: integrity checksum changed.,2025-11-16T18:56:46.472287,1158,538,
True,Logged successfully,2025-11-16T18:56:46.472386,1157,539,
True,Alert logged: ALERT: BENIGN detected: host-based anomaly detection event (rootcheck).,2025-11-16T18:56:46.472510,1157,540,
True,Logged successfully,2025-11-16T18:56:46.472674,1160,541,
True,Logged successfully,2025-11-16T18:56:46.472833,1165,542,
True,Logged successfully,2025-11-16T18:56:46.472981,1166,543,
True,Logged successfully,2025-11-16T18:56:46.473122,1177,544,
True,Alert logged: ALERT: BENIGN detected: file deleted.,2025-11-16T18:56:46.473283,1177,545,
True,Logged successfully,2025-11-16T18:56:46.473449,1178,546,
True,Alert logged: ALERT: BENIGN detected: file deleted.,2025-11-16T18:56:46.473622,1178,547,
True,Logged successfully,2025-11-16T18:56:46.473792,1179,548,
True,Alert logged: ALERT: BENIGN detected: file deleted.,2025-11-16T18:56:46.473958,1179,549,
True,Logged successfully,2025-11-16T18:56:46.474108,1180,550,
True,Alert logged: ALERT: BENIGN detected: file deleted.,2025-11-16T18:56:46.474264,1180,551,
True,Logged successfully,2025-11-16T18:56:46.474393,1181,552,
True,Logged successfully,2025-11-16T18:56:46.474543,1182,553,
True,Logged successfully,2025-11-16T18:56:46.474697,1187,554,
True,Logged successfully,2025-11-16T18:56:46.474872,1186,555,
True,Logged successfully,2025-11-16T18:56:46.475036,1184,556,
True,Logged successfully,2025-11-16T18:56:46.475222,1183,557,
True,Logged successfully,2025-11-16T18:56:46.475362,1185,558,
True,Logged successfully,2025-11-16T18:56:46.475515,1188,559,
True,Logged successfully,2025-11-16T18:56:46.475704,1189,560,
True,Logged successfully,2025-11-16T18:56:46.475841,1190,561,
True,Logged successfully,2025-11-16T18:56:46.476028,1191,562,
True,Logged successfully,2025-11-16T18:56:46.476194,1198,563,
True,Alert logged: ALERT: BENIGN detected: host-based anomaly detection event (rootcheck).,2025-11-16T18:56:46.476392,1198,564,
True,Logged successfully,2025-11-16T18:56:46.476520,1202,565,
True,Alert logged: ALERT: MALWARE detected: suricata: alert - suricata applayer detect protocol only one direction,2025-11-16T18:56:46.476688,1202,566,
False,pfSense not enabled. Enable with ENABLE_PFSENSE=true,2025-11-16T18:56:46.476857,1202,567,{'status': 'pfSense_not_configured'}
True,Escalation sent: ESCALATION: CRITICAL: malware detected - Immediate attention required,2025-11-16T18:56:46.477010,1202,568,
True,Logged successfully,2025-11-16T18:56:46.477167,1203,569,
True,Logged successfully,2025-11-16T18:56:46.477341,1205,570,
True,Alert logged: ALERT: BENIGN detected: dpkg (debian package) half configured.,2025-11-16T18:56:46.477506,1205,571,
